x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,y_NoeliaR,y_NoeliaM,y_Daniel,y_Gabriel,y_José,y_Gustavo,y_Federico,y_Guadalupe,y_Cristian,y_Natalia,y_Alejandro,y_Mauricio,y_Jorgelina
249.7642652520674,2319.6634747723624,3172.8022710082378,-14.70627551852693,-828.9216042081379,2700.1164239065142,-1152.3974709564507,425.6477343248285,-30.530555049845788,-434.2973858850868,64.75704035917691,-753.6312198979135,-158.8355629915272,221.3632306506168,373.1962109699392,16.77893648783744,-211.55123916450998,68.63637820285227,-177.0436429756383,-558.1055393201922,-339.3144685132632,-485.10362268909546,373.62465345790537,-160.1754452046363,-15.735476187881652,-518.826339908966,-444.5223583283599,73.26284308236376,302.8865170172443,-161.34880575097694,-497.7280857332622,-332.34611155052824,4.148467661636191,-139.01641018175812,227.92430524501734,652.6210163073215,-297.64224289857066,-365.4115453908385,288.5957233019771,129.5097070168113,0,0,0,1,0,0,0,0,0,0,0,0,0
167.6790353912739,1350.2448464832255,2818.246081233553,809.6974259817434,-1582.0485436689441,-211.44630138820997,-35.789430811581454,642.5878028462314,-173.5650052254886,-60.14089981618685,-1212.699388661161,-1591.593769520717,-423.359930789316,803.4655899545594,-273.70170393515485,318.8435247703721,-439.41965919553553,867.5640839208328,318.8720208086917,481.12651758627464,-80.20643242805937,240.6030837689015,184.78097825224023,-337.91213920595567,41.284776277500825,-42.91967847804028,208.37807282693075,-460.28960445226056,657.7278370162334,-209.69558290964613,-128.46458351504833,527.8721348708151,-18.68053588979256,806.8102616214991,-476.5919530322549,468.8778520650638,-68.79635366600023,-15.372634131249306,-227.5271417421936,-566.9532022580477,0,0,0,1,0,0,0,0,0,0,0,0,0
439.14908837671317,1033.036259700123,3637.872739339354,1138.7099687937384,-949.8959634259941,-62.683626821406314,-1459.4069466685974,522.7405095168077,566.037508512433,-74.29187107002969,-1194.9508443731152,-631.5427296438038,212.81175672932787,-644.2497305329734,-229.51304888418238,1272.8484800690082,240.06808041744546,812.8947907052898,438.4665344829825,-367.9931108259657,-683.4325093557572,703.7679961305134,71.28385268517516,-530.9654320077636,42.98051466713371,154.6955985635346,317.7617115280164,54.20381784075455,95.64564757541288,108.11482867590085,351.4840756899079,300.35344663594225,-350.3297556828463,176.07671545042504,334.7730671467862,-41.080053921994775,159.35634326457003,378.1225001518788,325.30601034067035,-86.83257262657268,0,0,0,1,0,0,0,0,0,0,0,0,0
1678.606305958306,2436.7466175299423,3217.7246355567677,86.10436068520406,-1037.064401598507,1807.8211137173014,-640.7467043339062,715.3287793226199,-241.348921199783,-500.5651115209714,-753.7726098850911,376.0475219684979,1082.6611340195398,-593.9983772837702,74.76105053664926,58.56126274485085,525.5325632837023,119.53163680756342,236.29615811164854,157.83192188156877,-23.761230861041668,909.6818392616981,799.5418354719343,-187.3134006442052,-16.554736101340694,-136.39773151552095,-106.3361266141766,261.70200640243763,-335.27568421793774,-778.3632388146884,191.53398562671936,-216.36078179885277,244.15198593590074,59.64137005359865,-586.998237809023,-88.32230643610741,-470.9167170750056,-200.7745205987652,17.555552662649497,-77.1996986219464,0,0,0,1,0,0,0,0,0,0,0,0,0
-331.1282556692409,419.84341152398105,204.83321991954475,-1154.3480126137367,-1547.1441889126986,-109.48872238812869,-1010.7215729920564,-377.43893949224315,-136.35962379165093,-70.32585998959695,76.88315705210253,797.4283968470033,-287.3810531795549,-588.0819696556179,371.5319562548951,452.35049543041043,361.97207548119883,-633.4637884482586,-4.674892235342211,311.61699602759853,-789.3685282094968,827.0622928998594,795.2549710706004,32.42491837438628,392.03814602157576,25.976800387757063,-309.86337623833793,-343.1114404671585,-606.1468470188796,-69.04608961181802,-682.2576698732063,-239.4323652919993,171.27761647148316,-506.6850361100007,-331.1437658246313,57.74551567242139,-214.16046522283705,355.2632483776121,117.00019995840414,292.04185450034254,0,0,0,1,0,0,0,0,0,0,0,0,0
-779.3001210283188,2688.5412047328555,290.9618079382305,-803.421186359007,-1478.3340089828337,23.07912647709212,-38.94609013020331,-110.2615859118948,1007.1808810290116,-232.41104218567799,549.5495605408863,513.8807219396505,-109.28844334251255,-902.8715630560937,666.0098276727965,387.4513200414835,-24.86606900580305,-698.1736233340939,35.634907276836806,-22.41174371805284,-455.2081267272497,721.2348629056667,114.86239104486991,-600.1579383983174,468.1619504756137,-46.159174751670726,86.65766639124575,-371.07200306746313,-588.6180816886047,45.55364014197566,-210.28771032943203,573.5452522997236,-270.4105174214494,-346.8444471015354,353.77931341360386,178.8437015004085,-183.91984983128833,98.35771764790432,479.5155856365019,-71.2078847040216,0,0,0,1,0,0,0,0,0,0,0,0,0
-343.5846775949635,413.93142900971014,220.18675681347608,-1171.3240332668897,-1558.0968021441222,-109.18846197512407,-1043.9386860064615,-406.0646788425595,-92.01137312139748,-69.0695403666137,126.74768701350135,815.4595370522097,-217.2178174932012,-618.0515439507707,411.21709681176026,496.6015662586642,331.02349748307563,-661.5683775333432,-28.5959094394817,302.3269775901207,-785.18841773695,791.8761291454515,828.5116816583675,-44.96217750982983,425.0688021620776,27.07119991830183,-294.7548848974157,-295.3688962132009,-563.1542202306177,-77.32764811287255,-741.2189940711871,-188.4835665125627,131.11402221333165,-526.5765235111102,-261.0555022256656,-5.224950527913703,-267.3745150030493,324.4000379718643,119.68937119873242,339.2625203228793,0,0,0,1,0,0,0,0,0,0,0,0,0
-946.7310598135318,968.0681674837267,-19.813887273577468,-978.1750181725489,-1227.058001983379,-72.68711273500287,-519.3261567094156,-110.93492829004596,494.7372731077421,-351.5288815372676,180.72774837678168,421.12530928895865,141.55951273007872,-677.1716984795402,439.8264469487998,-349.4282861319758,160.83075140752308,-518.8537805348512,-28.6121151248142,123.86700420485448,-495.63641576393275,297.94652820674645,124.77165035786729,-769.1995592247081,227.54788450644938,118.9869125231616,-406.158727950436,-109.96926605584073,3.147391778695155,-189.55640606555835,-551.6599756618576,-450.7323426233092,232.6483985945426,-125.9470548682171,-578.5070355470311,-335.4694063110462,143.2942952063344,-316.9151662431898,-38.39736819009135,282.50416381215507,0,0,0,1,0,0,0,0,0,0,0,0,0
-1070.986501753116,2468.026149112644,464.378534728886,-733.687218302343,-1082.9161271247515,-69.23614865620569,-41.65055447905042,93.19397613452975,1149.8253025665522,-212.5389432876024,411.84968597367885,719.5460016687055,-44.90373468984881,-824.5499739337087,398.8876934836022,402.4671983758141,-68.89408913165666,-675.0823501099812,104.57131278818377,76.01705517360286,-203.27302269283703,709.1158079863511,272.65648512036057,-652.8276940996845,465.4116224594517,-180.66217691805346,149.91746173995864,-357.7612945896727,-651.860139109413,220.39705474251917,-146.59924896725468,570.0964632275344,-326.58240826141747,-447.8184647213905,390.41899913472554,109.32512783563493,-215.32385799927914,202.48924548355046,492.0179998356504,-158.20163300439353,0,0,0,1,0,0,0,0,0,0,0,0,0
-928.91594011349,902.5175679881074,-17.642766497182357,-980.7256666574176,-1243.505530064146,-123.32934741248009,-523.3069352623819,-80.59784180280228,427.092819150498,-332.05693841296085,160.4205806709801,478.83160599712335,118.69819859058265,-596.2750655324321,409.19500812515366,-346.7519560004346,177.59910534318854,-484.1631413109163,-8.90912589012809,157.19634107262618,-527.1886750776058,298.06125419988075,100.69118026105926,-739.1470059889517,216.44261075957775,169.98072235079138,-406.18872116346415,-143.22021060966028,-17.516251008379324,-126.99933154764159,-537.886121000031,-481.1328671844854,309.8593057167095,-152.92293052273354,-587.1384396706386,-314.92379881673804,107.9772634155037,-328.49731077765506,-50.89867402839567,247.83540483969418,0,0,0,1,0,0,0,0,0,0,0,0,0
708.2336234685058,929.86077858737,2571.2591811327043,-346.8995300667389,-1323.3165649367131,2523.1590527865346,-61.324618811282626,-269.059219797863,-1128.394914332443,169.9002295383153,306.00667344191163,-24.7551165076876,-140.654670929259,-439.66443277644635,-29.694255214195824,-660.4116004279527,-115.630686437654,-245.0093409233212,-122.09223729059634,-39.548500285024154,193.85530716690084,-248.02504261639208,-411.9243992150872,144.44411319348853,49.317517845640324,-120.3657862017344,-127.8326374318964,-273.2800960077444,-115.74127596533377,269.54427403619843,-12.601055966581333,170.11067159727295,-239.05958165774578,-388.6612469963013,-223.65353961630478,326.0837132630334,45.6702662995191,-111.30042786242069,-269.81432287523074,441.5817538314773,0,0,0,1,0,0,0,0,0,0,0,0,0
-119.53769211606838,1278.0660317635652,2821.0142718931716,-583.4383043142336,-1640.4031239148774,2067.8742067708163,-949.8412370205792,-26.209592650604296,-798.6523334807521,84.47388865707106,-109.7695497472459,-889.6542054382312,-409.1388077504108,-146.82816863802825,242.8910918053647,-15.487691713766864,-759.0149774546946,193.58197354548028,-233.96173583188062,-382.7330898878525,169.63609844820965,-708.7638554559254,-60.56068681046584,61.96210829864203,204.12497087733016,-111.31040527850408,302.1789332697973,373.56700094397024,39.288597929932195,116.59934759090325,261.95198056593057,-403.5705050230671,-339.96625357906,-127.6595566894228,335.40050309871395,67.34495686904654,77.11104408476562,270.2498789768261,-25.91226654164616,136.5530165273141,0,0,0,1,0,0,0,0,0,0,0,0,0
806.6219691729103,2860.023169691176,2557.377011120769,-116.23155070110465,-1050.891487176821,1932.7917589078588,-682.9878571716795,1066.8403061262638,357.53716349124255,-207.05378334203155,233.63947612781539,1079.881258812298,1123.9449218007592,-381.8718972049269,357.21298012639716,108.36219252579622,223.59829888029464,-812.9281840582092,519.1515525395708,-203.21741728309223,-165.04531034538653,451.720798365226,607.5718778255937,-119.92867063697926,-207.27735969467057,64.44356370091884,267.66070888404505,320.4220056919833,4.503263178308002,149.49635877358892,-191.2068736736364,681.5734781270688,154.50081679777713,-210.46674776166094,-366.2641595657852,-171.95007314521806,-318.3168927445013,-760.5391805183322,-279.99136389552706,351.7801586028523,0,0,0,1,0,0,0,0,0,0,0,0,0
13.327967572320889,822.7065120340604,2728.9877770024964,-867.0395292945243,-1872.237097860972,1869.772032575273,-699.6350330665906,-421.93346240081394,-1611.7146101254805,475.9868537239958,275.08226569695773,-24.399530029668583,-211.424479639752,-681.7223367154184,175.6063649542667,-378.4557563061429,-752.9978899854119,-264.97652091027965,262.4836194776418,-55.798478201467375,269.7234445538319,-608.670459572198,-484.7578881841203,131.3122679528908,141.2760196577013,96.4595056944986,469.1808524155472,125.01320539957115,-19.776212655234367,81.78676000823742,489.3758990842814,161.84031603149327,-91.6270747481634,-252.96980940245015,-149.00736134724852,-323.5972722304363,194.469864989204,-36.35041092312323,-43.861555553128156,-49.12350339460991,0,0,0,1,0,0,0,0,0,0,0,0,0
1921.862702871782,3074.6855891353725,2838.50780031882,234.4436936916498,-259.34684504398155,1484.7218204325266,-270.103337611491,136.8511549996792,-885.1875049371666,-515.8726425617185,-837.475394029491,-293.04778264090424,1109.7069476434049,-867.5390474595089,-37.67122750269175,203.47724324740017,461.1889634891768,149.77973743662886,116.93679504758148,0.6556053506569701,236.33186343411109,1234.287139889853,827.3368374682574,-0.7068099144335804,324.07649334697777,-19.988912599766817,-303.44177137280377,76.4609261706471,-519.731310646988,-382.8834075600682,233.42217768342644,-530.405320718831,206.75504634095654,27.415783775853832,-209.09237714256673,-271.3517870923031,-154.68686463310928,127.86755729962023,7.073042835141195,-388.1284465117906,0,0,0,1,0,0,0,0,0,0,0,0,0
-48.362559193031146,1144.4034820697202,2903.6224843234354,-930.0618741960467,-1874.3346590104375,1912.1235346212861,-910.2465616343748,-330.144184617899,-1544.922819938202,407.9035490947166,243.48419048658613,-231.92459965811943,-419.48971794211025,-727.7543291910646,410.5365000558949,-257.0968406473375,-877.6927669606064,-218.3498320988446,174.48923459971303,-117.41785290260918,363.30656502922335,-815.0466956828609,-433.7650897011309,159.10196260454222,315.7744398180854,124.48136504953689,488.06270471221546,267.1775294673775,89.29866795477723,174.56220231587903,426.22160392267625,120.97709663271257,-160.38026911879118,-332.5597564490156,-24.532579575469484,-243.45094714662355,195.89367540518998,131.77158629514108,15.40892162285568,-153.7962879924757,0,0,0,1,0,0,0,0,0,0,0,0,0
-1573.782564165567,558.7116175896424,263.56698905373787,-770.9266037992082,-129.8128985455233,-116.32760583552258,34.92213305523986,435.6544038509712,1040.957282933823,-75.04843246699296,-80.24574415428387,404.00511723252185,487.3943305122058,12.32643129425279,-697.0853438672518,-37.222133248720056,103.54688959827111,-377.2746437963944,211.14908632693496,64.76106760761076,-107.05762040564694,206.22532221801634,-397.70439367730626,5.707609042946677,-458.5992047487394,603.2097980697689,57.858443170318694,214.75996709297132,120.4568405898556,31.209437170261598,83.25546443456471,64.99399349811874,-186.69853180275297,-277.4672388406713,-317.5191039209465,-45.21311956276022,-226.19873296823633,-223.09103517800932,280.66059782239773,-202.29381401828624,0,0,0,0,0,1,0,0,0,0,0,0,0
-872.9285619131673,682.5252264900447,-8.17631640974469,-634.6499425745069,-608.3251607885289,-21.06936724978179,-224.39216098460034,240.34377163912615,580.6855474238008,-289.17991351930704,212.59216627399826,203.1798598516438,282.83462223506496,257.55572385842896,-559.8295227612375,-384.3955075820851,-40.76732390865471,-253.69532724397183,-303.3683363075779,111.5087586375104,-135.33190848494007,84.72283684455658,-509.128036826724,56.54933834012043,2.0589634799797674,501.3714473422253,-44.5990409829923,124.9279686841933,340.9965808269248,-70.68110877706833,235.6830726895166,-189.30259448539982,41.95535306532882,23.406651234443533,-235.13437517080058,96.90667540977175,116.30208038925223,-9.4413296500017,-11.239226706462404,33.236140487258275,0,0,0,0,0,1,0,0,0,0,0,0,0
-1206.9579170923887,753.7323120624184,635.313645960023,-494.3308810047551,190.24666016404916,-486.11256899740425,-237.18059266338756,211.42708679063128,804.9790394357631,65.87086852120058,149.9909712444772,481.28828078993007,541.1221648217264,312.5186394917766,-515.0179012829219,153.98090200824913,83.90921748539755,-334.8160146377868,139.02955888737424,123.53425152879306,171.8622950029792,38.036666905791705,-363.40019719721096,-54.801183720739324,-59.643257673738496,37.72786427257623,123.95713286334988,106.97759443401037,-149.87195541661077,221.7747868142435,335.7125380799311,157.60294537690112,-6.31352071193038,12.709662286278872,-233.42956381985726,46.93077842182976,-242.3745455740407,-138.0994378475589,259.0524390984504,-166.03901142227275,0,0,0,0,0,1,0,0,0,0,0,0,0
-105.58128194122646,-56.97531242371485,-136.31769901542592,-803.5323496351127,-606.705893272527,-468.7652643109392,-286.62399808971867,-425.82697798653317,-224.627401667922,-334.0806218555657,-59.04333110132087,-25.89429790746278,-5.40526754530226,134.06696716808386,-89.41322553633808,44.85892665987366,-33.37600926933703,62.420861996042305,120.43788375310895,-304.19602513633816,-237.22689407771207,-55.62170879770095,-277.41916984274155,270.018858467037,-211.95415766959988,198.57100738653352,-33.2448979314213,100.21529117222545,310.2808524983631,324.46695837137844,218.61829071090244,213.50137147109075,259.7677575530373,256.0915921070193,-117.54589243240643,-59.5258235828799,-375.1412699561764,254.18229175510425,-20.344105808410667,-95.01822099893104,0,0,0,0,0,1,0,0,0,0,0,0,0
-81.85424068093876,-246.3916286223459,15.734203249015568,-897.016771117303,-513.3826036094242,-489.82655995147337,-425.8866546856146,-374.8604243601389,-151.79445420252202,-185.3937017605692,240.38638044108464,4.944594303631541,137.11833192841846,47.15594592693551,-25.64913271877491,172.43057866790537,-105.93841390987374,161.26045981449084,140.03354152031687,-349.45933408701075,-205.41997174217215,-0.6549744230294204,-297.71404629331835,157.86334199285858,-320.68381604730274,174.80225588920328,-169.3577302209149,155.56652177547258,239.74433774365403,471.4816490563847,115.13984079932318,48.2617738426736,21.61461126271463,336.54659806348013,-53.68167479479636,-111.62506244618952,-240.0160000232789,254.7475683812571,-48.21893402931,24.19456766308557,0,0,0,0,0,1,0,0,0,0,0,0,0
-936.0700089765542,446.58341717511195,328.82489579183914,-612.0141877646229,-268.6674303007268,-425.1128866963293,46.055421991841214,244.43489217227622,491.81117335017626,-129.07007024298693,-180.5604444908221,240.83731678149152,308.83429941561093,261.9395676231204,-527.5608171414116,-89.3559538211344,-3.8515616008807148,-271.74044361947364,194.6076683603368,18.631456382746354,-3.44122567556211,19.684302255796194,-401.0352846669699,-58.880368517917866,-212.1579659091264,520.6305697338094,332.8856675618206,20.605999511333636,21.736789274528967,4.938379331721621,73.30217419715632,-63.2218750012205,10.18815585569142,-312.5272193724583,-74.40189171223803,175.94869003740376,70.1646427001435,-44.107280558410494,3.155320979126795,-253.7916643222863,0,0,0,0,0,1,0,0,0,0,0,0,0
-493.410116262819,352.5583376662281,869.9703360942776,-185.3955464213468,313.7617378671962,-783.6032025236234,-171.36489430175374,-291.8103845311117,-47.243788575175685,-30.021503053247272,-286.858205803709,205.51192389449784,-152.45471961879173,376.1711235515151,-50.5729085439375,351.7512574856501,-60.9130149738759,-150.13108257235083,115.93046436497772,-307.9686879761447,40.725147296687574,-20.367129332056706,-207.338177240769,-297.2809616610256,-54.17859158594275,-123.83512139109166,-127.5171870516329,-19.50437905027086,-481.4366299750896,158.75789412270188,462.32132579477894,157.230892060279,66.0935940334517,25.342331332346948,-147.05435634966912,30.65498663388995,-223.4632439309806,-128.6294084509315,73.00117568005143,143.31451662404098,0,0,0,0,0,1,0,0,0,0,0,0,0
79.82301753117396,-489.094860526961,-325.27075944547664,-960.7472968969191,-999.2665925732329,-496.37754329826527,-703.2767443471662,-621.0323473637445,-282.9642952099185,142.2067949732659,278.91093004822505,336.8103005259914,-202.29642177481324,-246.24998381014453,-415.8623906665675,199.45847581297258,-138.89037968171067,-8.170371192897735,127.12535792575454,-378.92169267755594,106.05777948496963,66.67530460351732,-321.9591628781959,-87.25085085246674,-303.2036147291996,-294.9530472417525,-154.96667537801648,473.07693947389345,167.85177023538935,-86.56487961187992,-184.51933245304267,-24.184885729627734,-463.15686951725223,373.552295131768,-90.13523925988126,538.0744992526769,-275.68226638853235,-28.456757877356747,-356.63608421616294,-48.11059351991748,0,0,0,0,0,1,0,0,0,0,0,0,0
-1485.084204899671,933.7548695660096,187.51651234575547,-696.1616032792714,-212.8460500071172,216.61775562634185,-304.26321932309116,168.3517387626347,1369.5578144097979,-142.93632523486028,198.875242759018,190.09264081165364,667.0635570581147,87.70003775320708,-657.2308313166313,-84.76443492387153,89.78502171263473,-63.03650169241256,-285.5066945074885,-56.24577809820177,-77.59464500278803,-171.4289715271329,-381.92808482408924,456.4343017187651,-204.37876343098193,294.9578571025055,-231.93657006384748,255.9096178615091,48.238178213043994,-29.850823094387287,340.27146575692143,-35.79137266265966,-119.4400488740129,-21.854596954809722,55.957745125355906,209.76583417435307,30.556263949963057,-44.31830855921124,-79.91815396836667,-140.26654187953946,0,0,0,0,0,1,0,0,0,0,0,0,0
-1073.1646600953613,191.73513102766069,994.7436316416212,194.2527865650191,337.2785732571494,-1190.498267305066,-212.46624632646964,-168.0652134015726,683.0590106318236,-27.22883052585428,-380.52083766825854,666.23024519072,239.0118996523575,194.82627236769076,-396.7535081810642,-280.70314235052433,-139.46446516820552,193.49290505594797,280.61700199110834,354.0331823674352,276.2654751777822,2.8860391497921083,-625.5304279584386,153.20658270748888,247.5814261981229,4.621848528297033,-331.03393103171646,-118.7824982629337,81.65408959937504,93.02092397139181,294.1583484654916,-131.15763765536923,-139.50481145209693,-430.3431543772366,536.7962237091584,-52.407090930842664,-277.6802559791286,-270.1572498296177,209.96940128692836,87.65215539422505,0,0,0,0,0,1,0,0,0,0,0,0,0
